Gene	Species	Experiment accession	Comparison	PECOid	log_2 fold change	Adjusted p-value	t-statistic	ROid	developmental stage	POid LifeStage	anatomical part	POid Anatomy	cultivar
POPTR_010G233300v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'root'	PECO:0007173	5.8			biolink:increases_expression_of	3 months old	PO:0007067	root	PO:0009005	Nisqually-1
POPTR_011G017500v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'root'	PECO:0007173	5.8			biolink:increases_expression_of	3 months old	PO:0007067	root	PO:0009005	Nisqually-1
POPTR_002G032700v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'root'	PECO:0007173	7			biolink:increases_expression_of	3 months old	PO:0007067	root	PO:0009005	Nisqually-1
POPTR_003G076000v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'root'	PECO:0007173	7.8			biolink:increases_expression_of	3 months old	PO:0007067	root	PO:0009005	Nisqually-1
POPTR_015G005800v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'root'	PECO:0007173	8.1			biolink:increases_expression_of	3 months old	PO:0007067	root	PO:0009005	Nisqually-1
POPTR_001G254700v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'root'	PECO:0007173	8.8			biolink:increases_expression_of	3 months old	PO:0007067	root	PO:0009005	Nisqually-1
POPTR_012G022400v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'root'	PECO:0007173	9.5			biolink:increases_expression_of	3 months old	PO:0007067	root	PO:0009005	Nisqually-1
POPTR_013G018000v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'root'	PECO:0007173	9.5			biolink:increases_expression_of	3 months old	PO:0007067	root	PO:0009005	Nisqually-1
POPTR_001G238700v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'root'	PECO:0007173	10.8			biolink:increases_expression_of	3 months old	PO:0007067	root	PO:0009005	Nisqually-1
POPTR_001G272000v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'stem xylem'	PECO:0007173	-2.6			biolink:decreases_expression_of	3 months old	PO:0007067	xylem	PO:0005352	Nisqually-1
POPTR_004G183500v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'stem xylem'	PECO:0007173	-1.1			biolink:decreases_expression_of	3 months old	PO:0007067	xylem	PO:0005352	Nisqually-1
POPTR_015G077500v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'stem xylem'	PECO:0007173	1.1			biolink:increases_expression_of	3 months old	PO:0007067	xylem	PO:0005352	Nisqually-1
POPTR_006G150000v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'stem xylem'	PECO:0007173	1.8			biolink:increases_expression_of	3 months old	PO:0007067	xylem	PO:0005352	Nisqually-1
POPTR_008G176700v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'stem xylem'	PECO:0007173	1.9			biolink:increases_expression_of	3 months old	PO:0007067	xylem	PO:0005352	Nisqually-1
POPTR_006G197000v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'stem xylem'	PECO:0007173	2.1			biolink:increases_expression_of	3 months old	PO:0007067	xylem	PO:0005352	Nisqually-1
POPTR_010G222200v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'stem xylem'	PECO:0007173	2.4			biolink:increases_expression_of	3 months old	PO:0007067	xylem	PO:0005352	Nisqually-1
POPTR_005G014100v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'stem xylem'	PECO:0007173	2.5			biolink:increases_expression_of	3 months old	PO:0007067	xylem	PO:0005352	Nisqually-1
POPTR_003G008300v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'stem xylem'	PECO:0007173	2.8			biolink:increases_expression_of	3 months old	PO:0007067	xylem	PO:0005352	Nisqually-1
POPTR_014G056500v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'stem xylem'	PECO:0007173	3			biolink:increases_expression_of	3 months old	PO:0007067	xylem	PO:0005352	Nisqually-1
POPTR_003G007700v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'stem xylem'	PECO:0007173	3			biolink:increases_expression_of	3 months old	PO:0007067	xylem	PO:0005352	Nisqually-1
POPTR_008G037700v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'stem xylem'	PECO:0007173	3.1			biolink:increases_expression_of	3 months old	PO:0007067	xylem	PO:0005352	Nisqually-1
POPTR_014G056600v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'stem xylem'	PECO:0007173	3.4			biolink:increases_expression_of	3 months old	PO:0007067	xylem	PO:0005352	Nisqually-1
POPTR_014G024500v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'stem xylem'	PECO:0007173	3.4			biolink:increases_expression_of	3 months old	PO:0007067	xylem	PO:0005352	Nisqually-1
POPTR_016G074800v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'stem xylem'	PECO:0007173	3.5			biolink:increases_expression_of	3 months old	PO:0007067	xylem	PO:0005352	Nisqually-1
POPTR_009G081500v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'stem xylem'	PECO:0007173	3.6			biolink:increases_expression_of	3 months old	PO:0007067	xylem	PO:0005352	Nisqually-1
POPTR_008G152000v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'stem xylem'	PECO:0007173	3.6			biolink:increases_expression_of	3 months old	PO:0007067	xylem	PO:0005352	Nisqually-1
snoZ221_snoR21b	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'stem xylem'	PECO:0007173	3.7			biolink:increases_expression_of	3 months old	PO:0007067	xylem	PO:0005352	Nisqually-1
POPTR_018G110600v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'stem xylem'	PECO:0007173	3.9			biolink:increases_expression_of	3 months old	PO:0007067	xylem	PO:0005352	Nisqually-1
POPTR_011G085100v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'stem xylem'	PECO:0007173	4.2			biolink:increases_expression_of	3 months old	PO:0007067	xylem	PO:0005352	Nisqually-1
POPTR_006G088000v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'stem xylem'	PECO:0007173	4.2			biolink:increases_expression_of	3 months old	PO:0007067	xylem	PO:0005352	Nisqually-1
POPTR_003G058400	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'stem xylem'	PECO:0007173	4.4			biolink:increases_expression_of	3 months old	PO:0007067	xylem	PO:0005352	Nisqually-1
POPTR_008G130500v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'stem xylem'	PECO:0007173	4.7			biolink:increases_expression_of	3 months old	PO:0007067	xylem	PO:0005352	Nisqually-1
POPTR_001G406100v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'stem xylem'	PECO:0007173	4.8			biolink:increases_expression_of	3 months old	PO:0007067	xylem	PO:0005352	Nisqually-1
POPTR_005G174400v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'stem xylem'	PECO:0007173	5			biolink:increases_expression_of	3 months old	PO:0007067	xylem	PO:0005352	Nisqually-1
POPTR_003G058400	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'stem xylem'	PECO:0007173	5			biolink:increases_expression_of	3 months old	PO:0007067	xylem	PO:0005352	Nisqually-1
POPTR_019G108800v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'stem xylem'	PECO:0007173	5.2			biolink:increases_expression_of	3 months old	PO:0007067	xylem	PO:0005352	Nisqually-1
POPTR_003G058400	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'stem xylem'	PECO:0007173	5.4			biolink:increases_expression_of	3 months old	PO:0007067	xylem	PO:0005352	Nisqually-1
POPTR_010G233300v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'stem xylem'	PECO:0007173	5.7			biolink:increases_expression_of	3 months old	PO:0007067	xylem	PO:0005352	Nisqually-1
POPTR_004G095500v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'stem xylem'	PECO:0007173	6.2			biolink:increases_expression_of	3 months old	PO:0007067	xylem	PO:0005352	Nisqually-1
POPTR_002G032700v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'stem xylem'	PECO:0007173	6.3			biolink:increases_expression_of	3 months old	PO:0007067	xylem	PO:0005352	Nisqually-1
POPTR_002G261100v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'stem xylem'	PECO:0007173	6.5			biolink:increases_expression_of	3 months old	PO:0007067	xylem	PO:0005352	Nisqually-1
POPTR_015G056900v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'stem xylem'	PECO:0007173	6.6			biolink:increases_expression_of	3 months old	PO:0007067	xylem	PO:0005352	Nisqually-1
POPTR_001G182100v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'stem xylem'	PECO:0007173	6.6			biolink:increases_expression_of	3 months old	PO:0007067	xylem	PO:0005352	Nisqually-1
POPTR_015G057000v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'stem xylem'	PECO:0007173	6.9			biolink:increases_expression_of	3 months old	PO:0007067	xylem	PO:0005352	Nisqually-1
POPTR_014G149400v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'stem xylem'	PECO:0007173	7			biolink:increases_expression_of	3 months old	PO:0007067	xylem	PO:0005352	Nisqually-1
POPTR_009G039200v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'stem xylem'	PECO:0007173	7.9			biolink:increases_expression_of	3 months old	PO:0007067	xylem	PO:0005352	Nisqually-1
POPTR_006G014100v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'stem xylem'	PECO:0007173	9.4			biolink:increases_expression_of	3 months old	PO:0007067	xylem	PO:0005352	Nisqually-1
POPTR_011G017600v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'stem xylem'	PECO:0007173	9.5			biolink:increases_expression_of	3 months old	PO:0007067	xylem	PO:0005352	Nisqually-1
POPTR_003G076000v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'stem xylem'	PECO:0007173	10.4			biolink:increases_expression_of	3 months old	PO:0007067	xylem	PO:0005352	Nisqually-1
POPTR_011G017500v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'stem xylem'	PECO:0007173	11.1			biolink:increases_expression_of	3 months old	PO:0007067	xylem	PO:0005352	Nisqually-1
POPTR_012G022400v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'stem xylem'	PECO:0007173	11.6			biolink:increases_expression_of	3 months old	PO:0007067	xylem	PO:0005352	Nisqually-1
POPTR_015G005800v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'stem xylem'	PECO:0007173	11.6			biolink:increases_expression_of	3 months old	PO:0007067	xylem	PO:0005352	Nisqually-1
POPTR_001G254700v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'stem xylem'	PECO:0007173	11.8			biolink:increases_expression_of	3 months old	PO:0007067	xylem	PO:0005352	Nisqually-1
POPTR_013G018000v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'stem xylem'	PECO:0007173	11.8			biolink:increases_expression_of	3 months old	PO:0007067	xylem	PO:0005352	Nisqually-1
POPTR_001G238700v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'stem xylem'	PECO:0007173	12.9			biolink:increases_expression_of	3 months old	PO:0007067	xylem	PO:0005352	Nisqually-1
POPTR_001G272000v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'vascular leaf'	PECO:0007173	-3			biolink:decreases_expression_of	3 months old	PO:0007067	leaf	PO:0025034	Nisqually-1
POPTR_004G183500v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'vascular leaf'	PECO:0007173	-1.8			biolink:decreases_expression_of	3 months old	PO:0007067	leaf	PO:0025034	Nisqually-1
POPTR_015G056900v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'vascular leaf'	PECO:0007173	1.5			biolink:increases_expression_of	3 months old	PO:0007067	leaf	PO:0025034	Nisqually-1
POPTR_009G081500v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'vascular leaf'	PECO:0007173	1.7			biolink:increases_expression_of	3 months old	PO:0007067	leaf	PO:0025034	Nisqually-1
POPTR_001G315400v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'vascular leaf'	PECO:0007173	1.7			biolink:increases_expression_of	3 months old	PO:0007067	leaf	PO:0025034	Nisqually-1
POPTR_004G095500v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'vascular leaf'	PECO:0007173	1.8			biolink:increases_expression_of	3 months old	PO:0007067	leaf	PO:0025034	Nisqually-1
POPTR_003G058400	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'vascular leaf'	PECO:0007173	1.9			biolink:increases_expression_of	3 months old	PO:0007067	leaf	PO:0025034	Nisqually-1
POPTR_014G024500v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'vascular leaf'	PECO:0007173	2			biolink:increases_expression_of	3 months old	PO:0007067	leaf	PO:0025034	Nisqually-1
POPTR_005G014100v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'vascular leaf'	PECO:0007173	2.1			biolink:increases_expression_of	3 months old	PO:0007067	leaf	PO:0025034	Nisqually-1
POPTR_003G058400	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'vascular leaf'	PECO:0007173	2.1			biolink:increases_expression_of	3 months old	PO:0007067	leaf	PO:0025034	Nisqually-1
POPTR_006G088000v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'vascular leaf'	PECO:0007173	2.1			biolink:increases_expression_of	3 months old	PO:0007067	leaf	PO:0025034	Nisqually-1
POPTR_015G057000v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'vascular leaf'	PECO:0007173	2.2			biolink:increases_expression_of	3 months old	PO:0007067	leaf	PO:0025034	Nisqually-1
POPTR_010G013400v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'vascular leaf'	PECO:0007173	2.5			biolink:increases_expression_of	3 months old	PO:0007067	leaf	PO:0025034	Nisqually-1
POPTR_015G077500v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'vascular leaf'	PECO:0007173	2.5			biolink:increases_expression_of	3 months old	PO:0007067	leaf	PO:0025034	Nisqually-1
POPTR_016G074800v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'vascular leaf'	PECO:0007173	2.7			biolink:increases_expression_of	3 months old	PO:0007067	leaf	PO:0025034	Nisqually-1
POPTR_008G152000v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'vascular leaf'	PECO:0007173	2.7			biolink:increases_expression_of	3 months old	PO:0007067	leaf	PO:0025034	Nisqually-1
POPTR_008G130500v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'vascular leaf'	PECO:0007173	2.8			biolink:increases_expression_of	3 months old	PO:0007067	leaf	PO:0025034	Nisqually-1
POPTR_016G088100v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'vascular leaf'	PECO:0007173	2.8			biolink:increases_expression_of	3 months old	PO:0007067	leaf	PO:0025034	Nisqually-1
POPTR_006G197000v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'vascular leaf'	PECO:0007173	3			biolink:increases_expression_of	3 months old	PO:0007067	leaf	PO:0025034	Nisqually-1
POPTR_011G085100v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'vascular leaf'	PECO:0007173	3			biolink:increases_expression_of	3 months old	PO:0007067	leaf	PO:0025034	Nisqually-1
POPTR_006G150000v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'vascular leaf'	PECO:0007173	3			biolink:increases_expression_of	3 months old	PO:0007067	leaf	PO:0025034	Nisqually-1
POPTR_003G007700v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'vascular leaf'	PECO:0007173	3.3			biolink:increases_expression_of	3 months old	PO:0007067	leaf	PO:0025034	Nisqually-1
POPTR_003G008300v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'vascular leaf'	PECO:0007173	3.4			biolink:increases_expression_of	3 months old	PO:0007067	leaf	PO:0025034	Nisqually-1
POPTR_001G182100v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'vascular leaf'	PECO:0007173	3.5			biolink:increases_expression_of	3 months old	PO:0007067	leaf	PO:0025034	Nisqually-1
POPTR_015G005800v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'vascular leaf'	PECO:0007173	3.7			biolink:increases_expression_of	3 months old	PO:0007067	leaf	PO:0025034	Nisqually-1
POPTR_008G037700v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'vascular leaf'	PECO:0007173	3.7			biolink:increases_expression_of	3 months old	PO:0007067	leaf	PO:0025034	Nisqually-1
POPTR_014G056500v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'vascular leaf'	PECO:0007173	3.8			biolink:increases_expression_of	3 months old	PO:0007067	leaf	PO:0025034	Nisqually-1
POPTR_006G014100v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'vascular leaf'	PECO:0007173	4.1			biolink:increases_expression_of	3 months old	PO:0007067	leaf	PO:0025034	Nisqually-1
snoZ221_snoR21b	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'vascular leaf'	PECO:0007173	4.3			biolink:increases_expression_of	3 months old	PO:0007067	leaf	PO:0025034	Nisqually-1
POPTR_014G056600v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'vascular leaf'	PECO:0007173	4.7			biolink:increases_expression_of	3 months old	PO:0007067	leaf	PO:0025034	Nisqually-1
POPTR_019G108800v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'vascular leaf'	PECO:0007173	5			biolink:increases_expression_of	3 months old	PO:0007067	leaf	PO:0025034	Nisqually-1
POPTR_005G174400v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'vascular leaf'	PECO:0007173	5.2			biolink:increases_expression_of	3 months old	PO:0007067	leaf	PO:0025034	Nisqually-1
POPTR_009G039200v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'vascular leaf'	PECO:0007173	5.5			biolink:increases_expression_of	3 months old	PO:0007067	leaf	PO:0025034	Nisqually-1
POPTR_003G076000v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'vascular leaf'	PECO:0007173	5.6			biolink:increases_expression_of	3 months old	PO:0007067	leaf	PO:0025034	Nisqually-1
POPTR_014G149400v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'vascular leaf'	PECO:0007173	5.7			biolink:increases_expression_of	3 months old	PO:0007067	leaf	PO:0025034	Nisqually-1
POPTR_010G233300v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'vascular leaf'	PECO:0007173	5.7			biolink:increases_expression_of	3 months old	PO:0007067	leaf	PO:0025034	Nisqually-1
POPTR_013G018000v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'vascular leaf'	PECO:0007173	6.2			biolink:increases_expression_of	3 months old	PO:0007067	leaf	PO:0025034	Nisqually-1
POPTR_001G238700v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'vascular leaf'	PECO:0007173	6.4			biolink:increases_expression_of	3 months old	PO:0007067	leaf	PO:0025034	Nisqually-1
POPTR_002G032700v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'vascular leaf'	PECO:0007173	6.8			biolink:increases_expression_of	3 months old	PO:0007067	leaf	PO:0025034	Nisqually-1
POPTR_001G254700v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'vascular leaf'	PECO:0007173	7			biolink:increases_expression_of	3 months old	PO:0007067	leaf	PO:0025034	Nisqually-1
POPTR_012G022400v3	Populus trichocarpa	E-MTAB-5540	'short term heat stress' vs 'control' in 'vascular leaf'	PECO:0007173	11.7			biolink:increases_expression_of	3 months old	PO:0007067	leaf	PO:0025034	Nisqually-1
Os03g0365250	Oryza sativa japonica	E-MTAB-5941	cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	-5.8			biolink:decreases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
OsRLCK150	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	-3.7			biolink:decreases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
Os07g0258501	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	-3.5			biolink:decreases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
Os12g0136300	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	2.4			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
OsABA8OX1	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	2.6			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
Os03g0183500	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	3			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
OsSGL	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	3.1			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
OsNADPH1	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	3.2			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
Os03g0797300	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	3.4			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
Os02g0181200	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	3.4			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
Os01g0498300	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	3.6			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
OsGDH2	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	3.8			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
Os03g0292700	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	3.8			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
Os03g0289800	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	3.8			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
RF1b	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	3.9			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
OsFbox046	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	3.9			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
OsPUB43	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	4			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
OsCCR	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	4.1			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
Os05g0390300	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	4.1			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
Os04g0583200	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	4.2			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
OsDjC62	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	4.2			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
OsACP1	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	4.2			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
OsFbox045	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	4.2			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
ACA8	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	4.3			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
Oshox16	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	4.3			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
Os01g0199700	Oryza sativa japonica	E-MTAB-5941	'cold temperature regimen; 10 hour' vs 'none; 0 hour' in 'Thaibonnet'	PECO:0007174	4.4			biolink:increases_expression_of	seedling	PO:0007131	shoot	PO:0009006	Thaibonnet
